gram;vector;code
M5481T33226G52Mtssi33227U6GB500GB HDD20 GB;[3, 6, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0];0
HDD20 GB SSDWin;[4, 5, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0];0
GB SSDWin 714LED;[5, 4, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0];0
SSDWin 714LED Ultrabook;[6, 3, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0];0
714LED Ultrabook TopEndElectronics;[7, 2, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0];0
Ultrabook TopEndElectronics UK;[8, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
Amazoncom ASUS UX31A;[0, 10, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0];0
ASUS UX31A UX31AXB52;[1, 9, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0];1
UX31A UX31AXB52 133Inch;[2, 8, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1];0
UX31AXB52 133Inch Laptop;[3, 7, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0];0
133Inch Laptop Silver;[4, 6, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0];0
Laptop Silver Aluminum;[5, 5, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0];0
Silver Aluminum Laptop;[6, 4, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0];0
Aluminum Laptop Computers;[7, 3, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0];0
Laptop Computers Computers;[8, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
Computers Computers Accessories;[9, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
Lenovo ThinkPad X130e;[0, 18, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0];1
ThinkPad X130e 2339;[1, 17, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0];0
X130e 2339 116;[2, 16, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0];0
2339 116 Core;[3, 15, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0];0
116 Core i3;[4, 14, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0];0
Core i3 2367M;[5, 13, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0];0
i3 2367M Windows;[6, 12, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0];0
2367M Windows 7;[7, 11, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0];0
Windows 7 Home;[8, 10, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0];0
7 Home Premium;[9, 9, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0];0
Home Premium 64bit;[10, 8, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0];0
Premium 64bit 2;[11, 7, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0];0
64bit 2 GB;[12, 6, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0];0
2 GB RAM;[13, 5, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0];0
GB RAM 320;[14, 4, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0];0
RAM 320 GB;[15, 3, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0];0
320 GB HDD;[16, 2, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0];0
GB HDD Vology;[17, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0];0
HP EliteBook 8540w;[0, 15, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0];1
EliteBook 8540w Core;[1, 14, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0];0
8540w Core i7;[2, 13, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0];0
Core i7 2;[3, 12, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0];0
i7 2 67GHz;[4, 11, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0];0
2 67GHz 8GB;[5, 10, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0];0
67GHz 8GB 320GB;[6, 9, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1];0
8GB 320GB Gaming;[7, 8, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0];0
320GB Gaming Laptop;[8, 7, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0];0
Gaming Laptop w;[9, 6, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0];0
Laptop w Win;[10, 5, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0];0
w Win 7;[11, 4, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0];0
Win 7 Install;[12, 3, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0];0
7 Install CD;[13, 2, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0];0
Install CD eBay;[14, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0];0
Lenovo ThinkPad X230;[0, 21, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0];1
ThinkPad X230 2324;[1, 20, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0];0
X230 2324 125;[2, 19, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0];0
2324 125 Core;[3, 18, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0];0
125 Core i5;[4, 17, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0];0
Core i5 3320M;[5, 16, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0];0
i5 3320M Windows;[6, 15, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0];0
3320M Windows 7;[7, 14, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0];0
Windows 7 Pro;[8, 13, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0];0
7 Pro 64bit;[9, 12, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0];0
Pro 64bit 4;[10, 11, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0];0
64bit 4 GB;[11, 10, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0];0
4 GB RAM;[12, 9, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0];0
GB RAM 320;[13, 8, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0];0
RAM 320 GB;[14, 7, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0];0
320 GB HDD;[15, 6, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0];0
GB HDD with;[16, 5, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0];0
HDD with UltraBase;[17, 4, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0];0
with UltraBase Series;[18, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
UltraBase Series 3;[19, 2, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0];0
Series 3 Vology;[20, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0];0
New HP 15;[0, 16, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0];0
HP 15 G070NR;[1, 15, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0];1
15 G070NR 15;[2, 14, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0];0
G070NR 15 6;[3, 13, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0];0
15 6 4GB;[4, 12, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0];0
6 4GB DDR3;[5, 11, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0];0
4GB DDR3 500GB;[6, 10, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1];0
DDR3 500GB HD;[7, 9, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0];0
500GB HD Webcam;[8, 8, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0];0
HD Webcam HDMI;[9, 7, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0];0
Webcam HDMI Windows;[10, 6, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0];0
HDMI Windows 8;[11, 5, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0];0
Windows 8 1;[12, 4, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0];0
8 1 Laptop;[13, 3, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0];0
1 Laptop Notebook;[14, 2, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0];0
Laptop Notebook eBay;[15, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
Acer Aspire M5481T33226G52Mtss;[0, 17, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0];1
Aspire M5481T33226G52Mtss 14;[1, 16, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0];0
M5481T33226G52Mtss 14 LED;[2, 15, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0];0
14 LED Ultrabook;[3, 14, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0];0
LED Ultrabook Intel;[4, 13, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0];0
Ultrabook Intel Core;[5, 12, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0];0
Intel Core i3;[6, 11, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0];0
Core i3 i33227U;[7, 10, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0];0
i3 i33227U 190;[8, 9, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0];0
i33227U 190 GHz;[9, 8, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0];0
190 GHz NXM26AA009;[10, 7, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0];0
GHz NXM26AA009 Laptops;[11, 6, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0];0
NXM26AA009 Laptops Notebooks;[12, 5, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0];0
Laptops Notebooks ACER;[13, 4, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0];0
Notebooks ACER Laptops;[14, 3, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0];0
ACER Laptops Notebooks;[15, 2, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0];0
Laptops Notebooks TheNerdsnet;[16, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
HP EliteBook 8540w;[0, 15, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0];1
EliteBook 8540w Core;[1, 14, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0];0
8540w Core i7;[2, 13, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0];0
Core i7 2;[3, 12, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0];0
i7 2 67GHz;[4, 11, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0];0
2 67GHz 8GB;[5, 10, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0];0
67GHz 8GB 320GB;[6, 9, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1];0
8GB 320GB Gaming;[7, 8, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0];0
320GB Gaming Laptop;[8, 7, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0];0
Gaming Laptop w;[9, 6, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0];0
Laptop w Win;[10, 5, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0];0
w Win 7;[11, 4, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0];0
Win 7 Install;[12, 3, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0];0
7 Install CD;[13, 2, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0];0
Install CD eBay;[14, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0];0
Acer Aspire E5531C7Y7;[0, 17, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0];1
Aspire E5531C7Y7 156;[1, 16, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0];0
E5531C7Y7 156 LED;[2, 15, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0];0
156 LED Notebook;[3, 14, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0];0
LED Notebook Intel;[4, 13, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0];0
Notebook Intel Celeron;[5, 12, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0];0
Intel Celeron 2957U;[6, 11, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0];0
Celeron 2957U 140;[7, 10, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0];0
2957U 140 GHz;[8, 9, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0];0
140 GHz Blue;[9, 8, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0];0
GHz Blue NXMS8AA001;[10, 7, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0];0
Blue NXMS8AA001 Laptops;[11, 6, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0];0
NXMS8AA001 Laptops Notebooks;[12, 5, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0];0
Laptops Notebooks ACER;[13, 4, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0];0
Notebooks ACER Laptops;[14, 3, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0];0
ACER Laptops Notebooks;[15, 2, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0];0
Laptops Notebooks TheNerdsnet;[16, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
HP Compaq 6930p;[0, 17, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0];1
Compaq 6930p Laptop;[1, 16, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0];0
6930p Laptop 14;[2, 15, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0];0
Laptop 14 LCD;[3, 14, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0];0
14 LCD Intel;[4, 13, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0];0
LCD Intel C2D;[5, 12, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0];0
Intel C2D P8600;[6, 11, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0];0
C2D P8600 2;[7, 10, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0];0
P8600 2 4GHz;[8, 9, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0];0
2 4GHz 4GB;[9, 8, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0];0
4GHz 4GB 80g;[10, 7, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1];0
4GB 80g DVD;[11, 6, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0];0
80g DVD RW;[12, 5, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0];0
DVD RW Win;[13, 4, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0];0
RW Win 7;[14, 3, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0];0
Win 7 Pro;[15, 2, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0];0
7 Pro eBay;[16, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0];0
Asus Zenbook Prime;[0, 8, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0];0
Zenbook Prime UX31A;[1, 7, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0];1
Prime UX31A 133;[2, 6, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0];0
UX31A 133 Ultrabook;[3, 5, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0];0
133 Ultrabook on;[4, 4, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0];0
Ultrabook on sale;[5, 3, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0];0
on sale for;[6, 2, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0];0
sale for 74999;[7, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0];0
Lenovo ThinkPad X230;[0, 22, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0];0
ThinkPad X230 2324;[1, 21, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0];1
X230 2324 125;[2, 20, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0];0
2324 125 Core;[3, 19, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0];0
125 Core i5;[4, 18, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0];0
Core i5 3320M;[5, 17, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0];0
i5 3320M Windows;[6, 16, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0];0
3320M Windows 8;[7, 15, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0];0
Windows 8 Pro;[8, 14, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0];0
8 Pro 64bit;[9, 13, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0];0
Pro 64bit Windows;[10, 12, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0];0
64bit Windows 7;[11, 11, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0];0
Windows 7 Pro;[12, 10, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0];0
7 Pro 64bit;[13, 9, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0];0
Pro 64bit downgrade;[14, 8, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0];0
64bit downgrade 4;[15, 7, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0];0
downgrade 4 GB;[16, 6, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0];0
4 GB RAM;[17, 5, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0];0
GB RAM 128;[18, 4, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0];0
RAM 128 GB;[19, 3, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0];0
128 GB SSD;[20, 2, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0];0
GB SSD Vology;[21, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0];0
499 HP 15d090nr;[0, 5, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0];0
HP 15d090nr HP;[1, 4, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0];1
15d090nr HP 15d090nr;[2, 3, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0];0
HP 15d090nr Notebook;[3, 2, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0];0
15d090nr Notebook PC;[4, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0];0
Acer Aspire E1;[0, 12, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0];0
Aspire E1 531;[1, 11, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0];1
E1 531 2438;[2, 10, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0];0
531 2438 15;[3, 9, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0];0
2438 15 6;[4, 8, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0];0
15 6 Notebook;[5, 7, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0];0
6 Notebook Dark;[6, 6, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0];0
Notebook Dark Grey;[7, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
Dark Grey 500GB;[8, 4, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0];0
Grey 500GB 4GB;[9, 3, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0];0
500GB 4GB 887899084560;[10, 2, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0];0
4GB 887899084560 eBay;[11, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0];0
Lenovo ThinkPad X1;[0, 18, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0];1
ThinkPad X1 Carbon;[1, 17, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0];0
X1 Carbon 3460;[2, 16, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0];0
Carbon 3460 14;[3, 15, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0];0
3460 14 Core;[4, 14, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0];0
14 Core i5;[5, 13, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0];0
Core i5 3427U;[6, 12, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0];0
i5 3427U Windows;[7, 11, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0];0
3427U Windows 7;[8, 10, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0];0
Windows 7 Pro;[9, 9, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0];0
7 Pro 64bit;[10, 8, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0];0
Pro 64bit 8;[11, 7, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0];0
64bit 8 GB;[12, 6, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0];0
8 GB RAM;[13, 5, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0];0
GB RAM 128;[14, 4, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0];0
RAM 128 GB;[15, 3, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0];0
128 GB SSD;[16, 2, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0];0
GB SSD Vology;[17, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0];0
Dell Inspiron 15;[0, 13, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0];0
Inspiron 15 5547;[1, 12, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0];1
15 5547 Core;[2, 11, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0];0
5547 Core i5;[3, 10, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0];0
Core i5 4th;[4, 9, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0];0
i5 4th Gen;[5, 8, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0];0
4th Gen 6GB;[6, 7, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0];0
Gen 6GB 1TB;[7, 6, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0];0
6GB 1TB Win;[8, 5, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0];0
1TB Win 8;[9, 4, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0];0
Win 8 64;[10, 3, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0];0
8 64 Bit;[11, 2, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0];0
64 Bit eBay;[12, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0];0
Amazoncom HP 15p030nr;[0, 10, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0];0
HP 15p030nr 156Inch;[1, 9, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0];1
15p030nr 156Inch Special;[2, 8, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0];0
156Inch Special Edition;[3, 7, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0];0
Special Edition Laptop;[4, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
Edition Laptop with;[5, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
Laptop with Beats;[6, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
with Beats Audio;[7, 3, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0];0
Beats Audio Computers;[8, 2, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0];0
Audio Computers Accessories;[9, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0];0
Amazoncom Acer Aspire;[0, 17, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0];0
Acer Aspire R75726423;[1, 16, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0];1
Aspire R75726423 2in1;[2, 15, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0];0
R75726423 2in1 156Inch;[3, 14, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1];0
2in1 156Inch TouchScreen;[4, 13, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0];0
156Inch TouchScreen Laptop;[5, 12, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0];0
TouchScreen Laptop Intel;[6, 11, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0];0
Laptop Intel CoreTM;[7, 10, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0];0
Intel CoreTM i54200U;[8, 9, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0];0
CoreTM i54200U processor8GB;[9, 8, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0];0
i54200U processor8GB Memory1TB;[10, 7, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1];0
processor8GB Memory1TB Hard;[11, 6, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0];0
Memory1TB Hard DriveWindows;[12, 5, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0];0
Hard DriveWindows 81;[13, 4, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0];0
DriveWindows 81 Silver;[14, 3, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0];0
81 Silver Computers;[15, 2, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0];0
Silver Computers Accessories;[16, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
HP EliteBook Revolve;[0, 22, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0];0
EliteBook Revolve 810;[1, 21, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0];1
Revolve 810 G2;[2, 20, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0];0
810 G2 Tablet;[3, 19, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0];0
G2 Tablet 116;[4, 18, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0];0
Tablet 116 Core;[5, 17, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0];0
116 Core i3;[6, 16, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0];0
Core i3 4010U;[7, 15, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0];0
i3 4010U Windows;[8, 14, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0];0
4010U Windows 7;[9, 13, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0];0
Windows 7 Pro;[10, 12, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0];0
7 Pro 64bit;[11, 11, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0];0
Pro 64bit Windows;[12, 10, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0];0
64bit Windows 81;[13, 9, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0];0
Windows 81 Pro;[14, 8, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0];0
81 Pro downgrade;[15, 7, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0];0
Pro downgrade 4;[16, 6, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0];0
downgrade 4 GB;[17, 5, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0];0
4 GB RAM;[18, 4, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0];0
GB RAM 128;[19, 3, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0];0
RAM 128 GB;[20, 2, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0];0
128 GB SSD;[21, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0];0
Lenovo ThinkPad X120e;[0, 15, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0];0
ThinkPad X120e 0596;[1, 14, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0];1
X120e 0596 116;[2, 13, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0];0
0596 116 E350;[3, 12, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0];0
116 E350 Windows;[4, 11, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0];0
E350 Windows 7;[5, 10, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0];0
Windows 7 Pro;[6, 9, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0];0
7 Pro 64bit;[7, 8, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0];0
